"xVOut2","VOut2","IOut2","xIOut2"
"1.3859978644177318","4.981811046600342","",""
"1.3864397769793868","4.994292736053467","",""
"1.387990778312087","4.981965065002441","",""
"1.3879978796467185","4.981894493103027","",""
"1.388438860885799","4.994345664978027","",""
"1.3897687895223498","4.984062671661377","",""
"1.3899977784603834","4.981894493103027","",""
"1.3904394581913948","4.994353294372559","",""
"1.391735509969294","4.9843549728393555","",""
"1.3919977936893702","4.981895446777344","",""
"1.3924393570050597","4.994350433349609","",""
"1.3937681214883924","4.9840593338012695","",""
"1.393997808918357","4.981884002685547","",""
"1.3944392558187246","4.994330406188965","",""
"1.395684783346951","4.984737396240234","",""
"1.3959978241473436","4.981842041015625","",""
"1.3964386889711022","4.994277000427246","",""
"1.3975522015243769","4.985723972320557","",""
"1.3979978393763304","4.98176908493042","",""
"1.3984402175992727","4.994231224060059","",""
"1.3995537301525474","4.985690116882324","",""
"1.3999978546053171","4.981753349304199","",""
"1.4004380209371448","4.994166374206543","",""
"1.4013603795319796","4.986924648284912","",""
"1.4019978698343039","4.981619834899902","",""
"1.4024454867467284","4.994197845458984","",""
"1.403408357873559","4.986795425415039","",""
"1.4039977686479688","4.9818830490112305","",""
"1.40443816781044","4.994333744049072","",""
"1.4051060425117612","4.988547325134277","",""
"1.4059977838769555","4.981884956359863","",""
"1.4064384158700705","4.994318962097168","",""
"1.4070299221202731","4.9888434410095215","",""
"1.4079977991059422","4.981817722320557","",""
"1.4084393624216318","4.994266033172607","",""
"1.4091070042923093","4.988457679748535","",""
